02000US1 |1 |Northeast |B17001 |1 |Total: |53,147,002 |+/-8,533 |53,138,469 |53,155,535 |5,188
02000US2 |2 |Midwest |B17010I |40 |5 to 17 years only |51,378 |+/-4,139 |47,239 |55,517 |2,516
02000US2 |2 |Midwest |B17010I |41 |No related children under 18 years |27,428 |+/-2,646 |24,782 |30,074 |1,609
02000US2 |2 |Midwest |B17011 |1 |Aggregate income deficit in the past 12 months: |12,226,156,300 |+/-198,377,374 |12,027,778,926 |12,424,533,674 |120,594,148
02000US2 |2 |Midwest |B17011 |2 |Married-couple family |3,558,557,900 |+/-105,382,867 |3,453,175,033 |3,663,940,767 |64,062,533
02000US2 |2 |Midwest |B17011 |3 |Other family: |8,667,598,400 |+/-171,482,809 |8,496,115,591 |8,839,081,209 |104,244,869
02000US2 |2 |Midwest |B17011 |4 |Male householder, no wife present |1,121,587,300 |+/-57,786,031 |1,063,801,269 |1,179,373,331 |35,128,286
02000US2 |2 |Midwest |B17011 |5 |Female householder, no husband present |7,546,011,100 |+/-155,170,944 |7,390,840,156 |7,701,182,044 |94,328,841
02000US2 |2 |Midwest |B17012 |1 |Total: |16,988,477 |+/-54,856 |16,933,621 |17,043,333 |33,347
02000US2 |2 |Midwest |B17012 |2 |Income in the past 12 months below poverty level: |1,503,293 |+/-19,651 |1,483,642 |1,522,944 |11,946
02000US2 |2 |Midwest |B17012 |3 |Married-couple family: |493,940 |+/-10,811 |483,129 |504,751 |6,572
02000US2 |2 |Midwest |B17012 |4 |No child |190,776 |+/-6,085 |184,691 |196,861 |3,699
02000US2 |2 |Midwest |B17012 |5 |1 or 2 children |164,070 |+/-6,642 |157,428 |170,712 |4,038
02000US2 |2 |Midwest |B17012 |6 |3 or 4 children |113,062 |+/-5,026 |108,036 |118,088 |3,056
02000US2 |2 |Midwest |B17012 |7 |5 or more children |26,032 |+/-2,559 |23,473 |28,591 |1,555
02000US2 |2 |Midwest |B17012 |8 |Other families: |1,009,353 |+/-16,889 |992,464 |1,026,242 |10,267
02000US2 |2 |Midwest |B17012 |9 |Male householder, no wife present: |145,544 |+/-5,554 |139,990 |151,098 |3,376
02000US2 |2 |Midwest |B17012 |10 |No child |31,057 |+/-2,633 |28,424 |33,690 |1,601
02000US2 |2 |Midwest |B17012 |11 |1 or 2 children |84,903 |+/-4,515 |80,388 |89,418 |2,745
02000US2 |2 |Midwest |B17012 |12 |3 or 4 children |25,530 |+/-2,758 |22,772 |28,288 |1,677
02000US2 |2 |Midwest |B17012 |13 |5 or more children |4,054 |+/-1,074 |2,980 |5,128 |653
02000US2 |2 |Midwest |B17012 |14 |Female householder, no husband present: |863,809 |+/-15,153 |848,656 |878,962 |9,211
02000US2 |2 |Midwest |B17012 |15 |No child |83,445 |+/-4,789 |78,656 |88,234 |2,911
02000US2 |2 |Midwest |B17012 |16 |1 or 2 children |538,999 |+/-13,022 |525,977 |552,021 |7,916
02000US2 |2 |Midwest |B17012 |17 |3 or 4 children |208,130 |+/-6,921 |201,209 |215,051 |4,207
02000US2 |2 |Midwest |B17012 |18 |5 or more children |33,235 |+/-2,792 |30,443 |36,027 |1,697
02000US2 |2 |Midwest |B17012 |19 |Income in the past 12 months at or above poverty level: |15,485,184 |+/-57,788 |15,427,396 |15,542,972 |35,129
02000US2 |2 |Midwest |B17012 |20 |Married-couple family: |12,506,224 |+/-56,753 |12,449,471 |12,562,977 |34,500
02000US2 |2 |Midwest |B17012 |21 |No child |7,022,477 |+/-33,939 |6,988,538 |7,056,416 |20,632
02000US2 |2 |Midwest |B17012 |22 |1 or 2 children |4,263,287 |+/-34,915 |4,228,372 |4,298,202 |21,225
02000US2 |2 |Midwest |B17012 |23 |3 or 4 children |1,137,394 |+/-12,924 |1,124,470 |1,150,318 |7,856
02000US2 |2 |Midwest |B17012 |24 |5 or more children |83,066 |+/-3,251 |79,815 |86,317 |1,976
02000US2 |2 |Midwest |B17012 |25 |Other families: |2,978,960 |+/-28,991 |2,949,969 |3,007,951 |17,624
02000US2 |2 |Midwest |B17012 |26 |Male householder, no wife present: |920,654 |+/-16,173 |904,481 |936,827 |9,832
02000US2 |2 |Midwest |B17012 |27 |No child |400,736 |+/-8,538 |392,198 |409,274 |5,190
02000US2 |2 |Midwest |B17012 |28 |1 or 2 children |461,797 |+/-10,691 |451,106 |472,488 |6,499
02000US2 |2 |Midwest |B17012 |29 |3 or 4 children |54,641 |+/-4,010 |50,631 |58,651 |2,438
02000US2 |2 |Midwest |B17012 |30 |5 or more children |3,480 |+/-882 |2,598 |4,362 |536
02000US2 |2 |Midwest |B17012 |31 |Female householder, no husband present: |2,058,306 |+/-20,644 |2,037,662 |2,078,950 |12,550
02000US2 |2 |Midwest |B17012 |32 |No child |769,059 |+/-11,088 |757,971 |780,147 |6,740
02000US2 |2 |Midwest |B17012 |33 |1 or 2 children |1,126,964 |+/-17,102 |1,109,862 |1,144,066 |10,396
02000US2 |2 |Midwest |B17012 |34 |3 or 4 children |152,040 |+/-6,213 |145,827 |158,253 |3,777
02000US2 |2 |Midwest |B17012 |35 |5 or more children |10,243 |+/-1,829 |8,414 |12,072 |1,112
02000US2 |2 |Midwest |B17013 |1 |Total: |16,988,477 |+/-54,856 |16,933,621 |17,043,333 |33,347
02000US2 |2 |Midwest |B17013 |2 |Income in the past 12 months below poverty level: |1,503,293 |+/-19,651 |1,483,642 |1,522,944 |11,946
02000US2 |2 |Midwest |B17013 |3 |Married-couple family: |493,940 |+/-10,811 |483,129 |504,751 |6,572
02000US2 |2 |Midwest |B17013 |4 |2 people |170,221 |+/-5,849 |164,372 |176,070 |3,555
02000US2 |2 |Midwest |B17013 |5 |3 to 4 people |163,445 |+/-6,639 |156,806 |170,084 |4,036
02000US2 |2 |Midwest |B17013 |6 |5 to 6 people |127,107 |+/-5,032 |122,075 |132,139 |3,059
02000US2 |2 |Midwest |B17013 |7 |7 or more people |33,167 |+/-2,884 |30,283 |36,051 |1,753
02000US2 |2 |Midwest |B17013 |8 |Other families: |1,009,353 |+/-16,889 |992,464 |1,026,242 |10,267
02000US2 |2 |Midwest |B17013 |9 |Male householder, no wife present: |145,544 |+/-5,554 |139,990 |151,098 |3,376
02000US2 |2 |Midwest |B17013 |10 |2 people |69,239 |+/-4,639 |64,600 |73,878 |2,820
02000US2 |2 |Midwest |B17013 |11 |3 to 4 people |59,179 |+/-4,024 |55,155 |63,203 |2,446
02000US2 |2 |Midwest |B17013 |12 |5 to 6 people |14,149 |+/-2,099 |12,050 |16,248 |1,276
02000US2 |2 |Midwest |B17013 |13 |7 or more people |2,977 |+/-767 |2,210 |3,744 |466
02000US2 |2 |Midwest |B17013 |14 |Female householder, no husband present: |863,809 |+/-15,153 |848,656 |878,962 |9,211
02000US2 |2 |Midwest |B17013 |15 |2 people |314,101 |+/-10,051 |304,050 |324,152 |6,110
02000US2 |2 |Midwest |B17013 |16 |3 to 4 people |425,416 |+/-10,351 |415,065 |435,767 |6,293
02000US2 |2 |Midwest |B17013 |17 |5 to 6 people |102,828 |+/-4,939 |97,889 |107,767 |3,003
02000US2 |2 |Midwest |B17013 |18 |7 or more people |21,464 |+/-2,279 |19,185 |23,743 |1,385
02000US2 |2 |Midwest |B17013 |19 |Income in the past 12 months at or above poverty level: |15,485,184 |+/-57,788 |15,427,396 |15,542,972 |35,129
02000US2 |2 |Midwest |B17013 |20 |Married-couple family: |12,506,224 |+/-56,753 |12,449,471 |12,562,977 |34,500
02000US2 |2 |Midwest |B17013 |21 |2 people |5,754,519 |+/-31,104 |5,723,415 |5,785,623 |18,908
02000US2 |2 |Midwest |B17013 |22 |3 to 4 people |5,064,446 |+/-35,701 |5,028,745 |5,100,147 |21,703
02000US2 |2 |Midwest |B17013 |23 |5 to 6 people |1,526,825 |+/-16,578 |1,510,247 |1,543,403 |10,078
02000US2 |2 |Midwest |B17013 |24 |7 or more people |160,434 |+/-5,000 |155,434 |165,434 |3,040
02000US2 |2 |Midwest |B17013 |25 |Other families: |2,978,960 |+/-28,991 |2,949,969 |3,007,951 |17,624
02000US2 |2 |Midwest |B17013 |26 |Male householder, no wife present: |920,654 |+/-16,173 |904,481 |936,827 |9,832
02000US2 |2 |Midwest |B17013 |27 |2 people |559,348 |+/-11,498 |547,850 |570,846 |6,990
02000US2 |2 |Midwest |B17013 |28 |3 to 4 people |313,594 |+/-9,158 |304,436 |322,752 |5,567
02000US2 |2 |Midwest |B17013 |29 |5 to 6 people |42,262 |+/-3,153 |39,109 |45,415 |1,917
02000US2 |2 |Midwest |B17013 |30 |7 or more people |5,450 |+/-1,251 |4,199 |6,701 |761
02000US2 |2 |Midwest |B17013 |31 |Female householder, no husband present: |2,058,306 |+/-20,644 |2,037,662 |2,078,950 |12,550
02000US2 |2 |Midwest |B17013 |32 |2 people |1,117,337 |+/-14,388 |1,102,949 |1,131,725 |8,747
02000US2 |2 |Midwest |B17013 |33 |3 to 4 people |819,567 |+/-14,718 |804,849 |834,285 |8,947
02000US2 |2 |Midwest |B17013 |34 |5 to 6 people |106,054 |+/-5,406 |100,648 |111,460 |3,286
02000US2 |2 |Midwest |B17013 |35 |7 or more people |15,348 |+/-1,851 |13,497 |17,199 |1,125
02000US2 |2 |Midwest |B17014 |1 |Total: |16,988,477 |+/-54,856 |16,933,621 |17,043,333 |33,347
02000US2 |2 |Midwest |B17014 |2 |Income in the past 12 months below poverty level: |1,503,293 |+/-19,651 |1,483,642 |1,522,944 |11,946
02000US2 |2 |Midwest |B17014 |3 |Married-couple family: |493,940 |+/-10,811 |483,129 |504,751 |6,572
02000US2 |2 |Midwest |B17014 |4 |No workers |138,955 |+/-5,257 |133,698 |144,212 |3,196
02000US2 |2 |Midwest |B17014 |5 |1 worker |205,086 |+/-7,408 |197,678 |212,494 |4,503
02000US2 |2 |Midwest |B17014 |6 |2 workers |130,956 |+/-5,529 |125,427 |136,485 |3,361
02000US2 |2 |Midwest |B17014 |7 |3 or more workers |18,943 |+/-2,051 |16,892 |20,994 |1,247
02000US2 |2 |Midwest |B17014 |8 |Other families: |1,009,353 |+/-16,889 |992,464 |1,026,242 |10,267
02000US2 |2 |Midwest |B17014 |9 |Male householder, no wife present: |145,544 |+/-5,554 |139,990 |151,098 |3,376
02000US2 |2 |Midwest |B17014 |10 |No workers |42,334 |+/-3,412 |38,922 |45,746 |2,074
02000US2 |2 |Midwest |B17014 |11 |1 worker |86,800 |+/-4,480 |82,320 |91,280 |2,723
02000US2 |2 |Midwest |B17014 |12 |2 workers |14,636 |+/-2,090 |12,546 |16,726 |1,271
02000US2 |2 |Midwest |B17014 |13 |3 or more workers |1,774 |+/-626 |1,148 |2,400 |381
02000US2 |2 |Midwest |B17014 |14 |Female householder, no husband present: |863,809 |+/-15,153 |848,656 |878,962 |9,211
02000US2 |2 |Midwest |B17014 |15 |No workers |259,235 |+/-8,155 |251,080 |267,390 |4,958
02000US2 |2 |Midwest |B17014 |16 |1 worker |530,186 |+/-10,708 |519,478 |540,894 |6,509
02000US2 |2 |Midwest |B17014 |17 |2 workers |67,568 |+/-4,580 |62,988 |72,148 |2,784
02000US2 |2 |Midwest |B17014 |18 |3 or more workers |6,820 |+/-1,198 |5,622 |8,018 |728
02000US2 |2 |Midwest |B17014 |19 |Income in the past 12 months at or above poverty level: |15,485,184 |+/-57,788 |15,427,396 |15,542,972 |35,129
02000US2 |2 |Midwest |B17014 |20 |Married-couple family: |12,506,224 |+/-56,753 |12,449,471 |12,562,977 |34,500
02000US2 |2 |Midwest |B17014 |21 |No workers |1,491,747 |+/-11,565 |1,480,182 |1,503,312 |7,031
02000US2 |2 |Midwest |B17014 |22 |1 worker |2,566,926 |+/-21,399 |2,545,527 |2,588,325 |13,009
02000US2 |2 |Midwest |B17014 |23 |2 workers |6,647,960 |+/-44,358 |6,603,602 |6,692,318 |26,965
02000US2 |2 |Midwest |B17014 |24 |3 or more workers |1,799,591 |+/-18,827 |1,780,764 |1,818,418 |11,445
02000US2 |2 |Midwest |B17014 |25 |Other families: |2,978,960 |+/-28,991 |2,949,969 |3,007,951 |17,624
02000US2 |2 |Midwest |B17014 |26 |Male householder, no wife present: |920,654 |+/-16,173 |904,481 |936,827 |9,832
02000US2 |2 |Midwest |B17014 |27 |No workers |51,638 |+/-2,912 |48,726 |54,550 |1,770
02000US2 |2 |Midwest |B17014 |28 |1 worker |497,312 |+/-11,801 |485,511 |509,113 |7,174
02000US2 |2 |Midwest |B17014 |29 |2 workers |298,866 |+/-8,182 |290,684 |307,048 |4,974
02000US2 |2 |Midwest |B17014 |30 |3 or more workers |72,838 |+/-4,229 |68,609 |77,067 |2,571
02000US2 |2 |Midwest |B17014 |31 |Female householder, no husband present: |2,058,306 |+/-20,644 |2,037,662 |2,078,950 |12,550
02000US2 |2 |Midwest |B17014 |32 |No workers |133,597 |+/-6,187 |127,410 |139,784 |3,761
02000US2 |2 |Midwest |B17014 |33 |1 worker |1,170,168 |+/-15,527 |1,154,641 |1,185,695 |9,439
02000US2 |2 |Midwest |B17014 |34 |2 workers |611,360 |+/-11,682 |599,678 |623,042 |7,101
02000US2 |2 |Midwest |B17014 |35 |3 or more workers |143,181 |+/-4,979 |138,202 |148,160 |3,026
02000US2 |2 |Midwest |B17015 |1 |Total: |16,988,477 |+/-54,856 |16,933,621 |17,043,333 |33,347
02000US2 |2 |Midwest |B17015 |2 |Income in the past 12 months below poverty level: |1,503,293 |+/-19,651 |1,483,642 |1,522,944 |11,946
02000US2 |2 |Midwest |B17015 |3 |Married-couple family: |493,940 |+/-10,811 |483,129 |504,751 |6,572
02000US2 |2 |Midwest |B17015 |4 |With Social Security income in the past 12 months: |109,376 |+/-4,760 |104,616 |114,136 |2,894
02000US2 |2 |Midwest |B17015 |5 |With SSI and/or cash public assistance income in the past 12 months |17,541 |+/-1,734 |15,807 |19,275 |1,054
02000US2 |2 |Midwest |B17015 |6 |Without SSI or cash public assistance income in the past 12 months |91,835 |+/-4,349 |87,486 |96,184 |2,644
02000US2 |2 |Midwest |B17015 |7 |Without Social Security income in the past 12 months: |384,564 |+/-9,477 |375,087 |394,041 |5,761
02000US2 |2 |Midwest |B17015 |8 |With SSI and/or cash public assistance income in the past 12 months |56,935 |+/-3,786 |53,149 |60,721 |2,301
02000US2 |2 |Midwest |B17015 |9 |Without SSI or cash public assistance income in the past 12 months |327,629 |+/-8,367 |319,262 |335,996 |5,086
02000US2 |2 |Midwest |B17015 |10 |Other family: |1,009,353 |+/-16,889 |992,464 |1,026,242 |10,267
02000US2 |2 |Midwest |B17015 |11 |Male householder, no wife present: |145,544 |+/-5,554 |139,990 |151,098 |3,376
02000US2 |2 |Midwest |B17015 |12 |With Social Security income in the past 12 months: |20,596 |+/-2,109 |18,487 |22,705 |1,282
02000US2 |2 |Midwest |B17015 |13 |With SSI and/or cash public assistance income in the past 12 months |4,071 |+/-937 |3,134 |5,008 |570
02000US2 |2 |Midwest |B17015 |14 |Without SSI or cash public assistance income in the past 12 months |16,525 |+/-1,906 |14,619 |18,431 |1,158
02000US2 |2 |Midwest |B17015 |15 |Without Social Security income in the past 12 months: |124,948 |+/-5,128 |119,820 |130,076 |3,117
02000US2 |2 |Midwest |B17015 |16 |With SSI and/or cash public assistance income in the past 12 months |20,092 |+/-2,163 |17,929 |22,255 |1,315
02000US2 |2 |Midwest |B17015 |17 |Without SSI or cash public assistance income in the past 12 months |104,856 |+/-5,046 |99,810 |109,902 |3,067
02000US2 |2 |Midwest |B17015 |18 |Female householder, no husband present: |863,809 |+/-15,153 |848,656 |878,962 |9,211
02000US2 |2 |Midwest |B17015 |19 |With Social Security income in the past 12 months: |92,941 |+/-5,149 |87,792 |98,090 |3,130
02000US2 |2 |Midwest |B17015 |20 |With SSI and/or cash public assistance income in the past 12 months |28,909 |+/-2,633 |26,276 |31,542 |1,601
02000US2 |2 |Midwest |B17015 |21 |Without SSI or cash public assistance income in the past 12 months |64,032 |+/-4,114 |59,918 |68,146 |2,501
02000US2 |2 |Midwest |B17015 |22 |Without Social Security income in the past 12 months: |770,868 |+/-15,018 |755,850 |785,886 |9,129
02000US2 |2 |Midwest |B17015 |23 |With SSI and/or cash public assistance income in the past 12 months |191,222 |+/-7,926 |183,296 |199,148 |4,818
02000US2 |2 |Midwest |B17015 |24 |Without SSI or cash public assistance income in the past 12 months |579,646 |+/-12,734 |566,912 |592,380 |7,741
02000US2 |2 |Midwest |B17015 |25 |Income in the past 12 months at or above poverty level: |15,485,184 |+/-57,788 |15,427,396 |15,542,972 |35,129
02000US2 |2 |Midwest |B17015 |26 |Married-couple family: |12,506,224 |+/-56,753 |12,449,471 |12,562,977 |34,500
02000US2 |2 |Midwest |B17015 |27 |With Social Security income in the past 12 months: |3,066,716 |+/-17,840 |3,048,876 |3,084,556 |10,845
02000US2 |2 |Midwest |B17015 |28 |With SSI and/or cash public assistance income in the past 12 months |132,369 |+/-4,663 |127,706 |137,032 |2,835
02000US2 |2 |Midwest |B17015 |29 |Without SSI or cash public assistance income in the past 12 months |2,934,347 |+/-17,318 |2,917,029 |2,951,665 |10,528
02000US2 |2 |Midwest |B17015 |30 |Without Social Security income in the past 12 months: |9,439,508 |+/-49,224 |9,390,284 |9,488,732 |29,923
02000US2 |2 |Midwest |B17015 |31 |With SSI and/or cash public assistance income in the past 12 months |202,329 |+/-5,949 |196,380 |208,278 |3,616
02000US2 |2 |Midwest |B17015 |32 |Without SSI or cash public assistance income in the past 12 months |9,237,179 |+/-49,003 |9,188,176 |9,286,182 |29,789
02000US2 |2 |Midwest |B17015 |33 |Other family: |2,978,960 |+/-28,991 |2,949,969 |3,007,951 |17,624
02000US2 |2 |Midwest |B17015 |34 |Male householder, no wife present: |920,654 |+/-16,173 |904,481 |936,827 |9,832
02000US2 |2 |Midwest |B17015 |35 |With Social Security income in the past 12 months: |186,435 |+/-6,322 |180,113 |192,757 |3,843
02000US2 |2 |Midwest |B17015 |36 |With SSI and/or cash public assistance income in the past 12 months |22,377 |+/-1,955 |20,422 |24,332 |1,189
02000US2 |2 |Midwest |B17015 |37 |Without SSI or cash public assistance income in the past 12 months |164,058 |+/-6,066 |157,992 |170,124 |3,688
02000US2 |2 |Midwest |B17015 |38 |Without Social Security income in the past 12 months: |734,219 |+/-14,479 |719,740 |748,698 |8,802
02000US2 |2 |Midwest |B17015 |39 |With SSI and/or cash public assistance income in the past 12 months |27,216 |+/-2,472 |24,744 |29,688 |1,503
02000US2 |2 |Midwest |B17015 |40 |Without SSI or cash public assistance income in the past 12 months |707,003 |+/-14,441 |692,562 |721,444 |8,779
02000US2 |2 |Midwest |B17015 |41 |Female householder, no husband present: |2,058,306 |+/-20,644 |2,037,662 |2,078,950 |12,550
02000US2 |2 |Midwest |B17015 |42 |With Social Security income in the past 12 months: |499,375 |+/-9,317 |490,058 |508,692 |5,664
02000US2 |2 |Midwest |B17015 |43 |With SSI and/or cash public assistance income in the past 12 months |68,743 |+/-3,540 |65,203 |72,283 |2,152
02000US2 |2 |Midwest |B17015 |44 |Without SSI or cash public assistance income in the past 12 months |430,632 |+/-9,223 |421,409 |439,855 |5,607
02000US2 |2 |Midwest |B17015 |45 |Without Social Security income in the past 12 months: |1,558,931 |+/-20,311 |1,538,620 |1,579,242 |12,347
02000US2 |2 |Midwest |B17015 |46 |With SSI and/or cash public assistance income in the past 12 months |101,579 |+/-4,474 |97,105 |106,053 |2,720
02000US2 |2 |Midwest |B17015 |47 |Without SSI or cash public assistance income in the past 12 months |1,457,352 |+/-19,327 |1,438,025 |1,476,679 |11,749
02000US2 |2 |Midwest |B17016 |1 |Total: |16,988,477 |+/-54,856 |16,933,621 |17,043,333 |33,347
02000US2 |2 |Midwest |B17016 |2 |Income in the past 12 months below poverty level: |1,503,293 |+/-19,651 |1,483,642 |1,522,944 |11,946
02000US2 |2 |Midwest |B17016 |3 |Married-couple family: |493,940 |+/-10,811 |483,129 |504,751 |6,572
02000US2 |2 |Midwest |B17016 |4 |Householder worked full-time, year-round in the past 12 months: |94,034 |+/-4,341 |89,693 |98,375 |2,639
02000US2 |2 |Midwest |B17016 |5 |Spouse worked full-time, year-round in the past 12 months |8,559 |+/-1,282 |7,277 |9,841 |779
02000US2 |2 |Midwest |B17016 |6 |Spouse worked part-time or part-year in the past 12 months |27,889 |+/-2,494 |25,395 |30,383 |1,516
02000US2 |2 |Midwest |B17016 |7 |Spouse did not work in the past 12 months |57,586 |+/-3,437 |54,149 |61,023 |2,089
02000US2 |2 |Midwest |B17016 |8 |Householder worked part-time or part-year in the past 12 months: |172,381 |+/-6,348 |166,033 |178,729 |3,859
02000US2 |2 |Midwest |B17016 |9 |Spouse worked full-time, year-round in the past 12 months |17,234 |+/-2,191 |15,043 |19,425 |1,332
02000US2 |2 |Midwest |B17016 |10 |Spouse worked part-time or part-year in the past 12 months |73,683 |+/-3,683 |70,000 |77,366 |2,239
02000US2 |2 |Midwest |B17016 |11 |Spouse did not work in the past 12 months |81,464 |+/-4,752 |76,712 |86,216 |2,889
02000US2 |2 |Midwest |B17016 |12 |Householder did not work in the past 12 months: |227,525 |+/-7,043 |220,482 |234,568 |4,282
02000US2 |2 |Midwest |B17016 |13 |Spouse worked full-time, year-round in the past 12 months |24,794 |+/-2,503 |22,291 |27,297 |1,522
02000US2 |2 |Midwest |B17016 |14 |Spouse worked part-time or part-year in the past 12 months |52,382 |+/-3,489 |48,893 |55,871 |2,121
02000US2 |2 |Midwest |B17016 |15 |Spouse did not work in the past 12 months |150,349 |+/-5,494 |144,855 |155,843 |3,340
02000US2 |2 |Midwest |B17016 |16 |Other family: |1,009,353 |+/-16,889 |992,464 |1,026,242 |10,267
02000US2 |2 |Midwest |B17016 |17 |Male householder, no wife present: |145,544 |+/-5,554 |139,990 |151,098 |3,376
02000US2 |2 |Midwest |B17016 |18 |Householder worked full-time, year-round in the past 12 months |25,062 |+/-2,997 |22,065 |28,059 |1,822
02000US2 |2 |Midwest |B17016 |19 |Householder worked part-time or part-year in the past 12 months |68,041 |+/-4,307 |63,734 |72,348 |2,618
02000US2 |2 |Midwest |B17016 |20 |Householder did not work in the past 12 months |52,441 |+/-3,793 |48,648 |56,234 |2,306
